Column1;Date;Case Number;ItemInCase;Language;Country;Repairability Index;Size;Model name;Year;General condition;Wash;Fabric;Fabric failure - Membrane delamination;Fabric failure - Leak through;Fabric failure - Wetting out;Fabric failure - Down leakage;Fabric failure - Fading;Fabric failure - Pilling;Fabric torn - Rips - Patchable;Fabric torn - Rips - Not patchable - 1 panel;Fabric torn - Rips - Not patchable - X panels;Fabric torn - Abrasion - Light;Fabric torn - Abrasion - Heavy - 1 panel;Fabric torn - Abrasion - Heavy - X panels;Fabric torn - Burn - Patchable - ;Fabric torn - Burn - Not patchable - 1 panel;Fabric torn - Burn - Not patchable - X panels;Fabric torn - Stain;Fabric torn - Membrane contamination - Light;Fabric torn - Membrane contamination - Heavy;Zipper failure - Zipper structureMain;Zipper failure - Zipper structureAll except main;Zipper failure - Zipper slider;Delamination - Press;Delamination - 70D Nylon;Delamination - Seam tape;Seam failure - Seam sewn non-WBW Membrane;Delamination - Seam sewn WBW Membrane;Delamination - Seam laminated;Other - Buckle;Known_issue;Repair solution;Repair Threshold;Customer Offer;Product_type;reasonofissue;Age;Repair Threshold Status;typeoffailure;misusetype
9;10/25/19;689882;1;ENG;New Zealand;10;M;Labrador ar jacket women;2006;1_Used;No;WBW 3L Membrane;;;;;;;;;;pocket zippers, left and right side;;;;;;Allover;;;Main zipper;;;both cuffs, laminated pocket, hand pockets;powder skirt;hand  pockets bags;;;;;No;Yes;11;30% Discount;shell;manufacturing_issueANDmisuse;13;above;construction_failure;damagedandcontaminated
347;12/16/19;689897;1;EN;Australia;10;XS;Boreal lt jacket women;2016;2_Good;No;WBW 3L Membrane;;shoulders, front panels, ;;;;;;;;;;;;;;;;;;;;;;;;;;;No;Yes;1000;Replacement;shell;manufacturing_issue;3;above;fabric_failure;notmisused
548;1/22/20;690059;1;EN;New Zealand;2;L;Mediterranean lt men;2016;2_Good;No;K Fleece;;;;;;;;;;;;;;;;;;;;;main zipper;;;;tuck and sew both cuffs, ;;;;No;Yes;1;Repair;shell;manufacturing_issue;4;below;construction_failure;notmisused
12;10/25/19;690152;1;ENG;New Zealand;10;S;Boreal ar jacket men;2011;1_Used;No;WBW 3L Membrane;Neck;;;;;;;;;Armpit, chest pocket zippers, lower back;;;;;;;;Everywhere;;;;all zippers, hood facing, pocket bags,  laminated pocket;all;neck;;;;;No;Yes;1008;30% Discount;shell;manufacturing_issueANDmisuse;8;above;fabric_failureANDconstruction_failure;damagedandcontaminated
55;10/31/19;690199;1;EN;Australia;10;S;Boreal ar jacket women;2016;2_Good;No;WBW 3L Membrane;neck, shoulders,;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;Yes;1000;Replacement;shell;manufacturing_issue;3;above;fabric_failure;notmisused
77;11/5/19;690640;1;EN;Australia;10;S;Timoral jacket women;2011;2_Good;No;WBW 3L Membrane;;;;;;;;;;both cuffs, ;;;;;;left arm,;;;;;;arm pocket left, ;all,;both cuffs, ;;;;;No;Yes;8;Repair;shell;manufacturing_issueANDmisuse;8;below;construction_failure;damagedandcontaminated
30;10/29/19;690832;1;EN;Australia;10;L;Boreal ar jacket women;2009;2_Good;No;WBW 3L Membrane;front panels, ;;;;;;;;;;;;;;;;neck,;;;;;;all;neck,;;;;;No;Yes;1005;30% Discount;shell;manufacturing_issueANDmisuse;10;above;fabric_failureANDconstruction_failure;contaminated
125;11/13/19;691271;1;EN;Australia;10;M;Boreal ar jacket women;2012;2_Good;No;WBW 3L Membrane;Shoulders,;;;;;;;pocket bag,;;;;;;;;all over, ;;;;;;hood facing, laminated pocket,;all, ;neck,  both cuffs, ;;;;;No;Yes;1011;Replacement;shell;manufacturing_issueANDmisuse;7;above;fabric_failureANDconstruction_failure;damagedandcontaminated
8;10/24/19;691279;1;ENG;New Zealand;10;M;Labrador ar jacket men;2006;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;Main zipper;;;both cuffs, hood facing,[pocket bags, laminated pocket, hand pocket zippers;All;;;;;;No;Yes;9;30% Discount;shell;manufacturing_issue;13;below;construction_failure;notmisused
149;11/15/19;691406;1;EN;Australia;10;L;Labrador sv jacket men;2006;2_Good;No;WBW 3L Membrane;inside hand pockets, ;;;;;;;;;;;left cuffs, arm pit, ;;;;;;;;;;both cuffs, all zippers, lining at hem, laminated pocets, pockts bags, ;powder skirt, ;both cuffs, pocket bags donuts, ;;;;;No;Yes;1014;30% Discount;shell;manufacturing_issueANDmisuse;13;above;fabric_failureANDconstruction_failure;damaged
389;12/19/19;691418;1;EN;Australia;10;M;Marin jacket women;2017;2_Good;No;Down Loft;;;;all over, ;;;;;;;;;;;;;;;;;;;;;;;;;No;Yes;1000;Replacement;shell;manufacturing_issue;2;above;fabric_failure;notmisused
29;10/29/19;691479;1;EN;Australia;10;S;Boreal ar jacket women;2006;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;Main zipper;;;all zippers, laminated pocket;at hem;;;;;;No;Yes;9;30% Discount;shell;manufacturing_issue;13;below;construction_failure;notmisused
65;11/1/19;691867;1;EN;Australia;10;XL;Red jacket men;2005;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;front panels,;;;Main zipper,;hand  pocket zippers, ;;hem drew cord, pocket bag, laminated pocket, neck pad, hood facing, cuffslining, powder skirt,;at powder skirt ends, ;;;;;;No;Yes;11;30% Discount;shell;manufacturing_issueANDmisuse;14;above;construction_failure;contaminated
67;11/4/19;692394;1;EN;Australia;10;L;Atlantis sv jacket men;2011;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;all pocket zippers except arm, neck pad, hood facing, laminated pockets, ;hem and waist drew cord, hand tag, donut inside pocket,  (cuff self repaired);zip pit and pocket bags donuts, colar, both cuffs, ;;;;;No;Yes;8;Repair;shell;manufacturing_issue;8;below;construction_failure;notmisused
0;10/24/19;692409;1;ENG;New Zealand;10;XS;Boreal ar jacket men;2012;2_Good;No;WBW 3L Membrane;Arm pit, elbow, hood;;;;;;;;;;;;;;;;Neck;;;;;All zippers, hood facing, pocket bags, neck pad, laminated pocket;all;At neck;;;;;No;Yes;1008;Replacement;shell;manufacturing_issueANDmisuse;7;above;fabric_failureANDconstruction_failure;contaminated
128;11/13/19;692552;1;EN;Australia;10;M;Boreal sl jacket women;2010;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;;all, ;neck, ;;;;;No;Yes;5;Replacement;shell;manufacturing_issue;9;below;construction_failure;notmisused
2;10/24/19;692607;1;ENG;New Zealand;10;XL;Ionian ar jacket men;2009;2_Good;No;WBW 3L Membrane;Neck, lower back;;;;;;;;;Front panels, both cuffs;;;;;;;Fron panels;;;;;Both cuffs, hood facing, laminated pocket, pocket bags R+L, all zippers;All, including donuts inside pocket;Both cuffs, neck;;;;;No;Yes;1008;30% Discount;shell;manufacturing_issueANDmisuse;10;above;fabric_failureANDconstruction_failure;damagedandcontaminated
7;10/24/19;692917;1;ENG;New Zealand;10;L;Boreal ar jacket women;2016;2_Good;No;WBW 3L Membrane;Shoulders;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;Yes;1000;Replacement;shell;manufacturing_issue;3;above;fabric_failure;notmisused
70;11/4/19;693039;1;EN;Australia;10;S;Atlantis comp hoody women;2004;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;main zipper;;;all zippers, hood facing, neck pad, lining at cuffs, ;all,;neck,both cuffs, hood cord tunel, ;;;;;No;Yes;11;30% Discount;shell;manufacturing_issue;15;above;construction_failure;notmisused
92;11/6/19;693047;1;EN;Australia;10;L;Boreal sl jacket men;2013;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;;all, ;;;;;;No;Yes;3;Replacement;shell;manufacturing_issue;6;below;construction_failure;notmisused
31;10/29/19;693110;1;EN;Australia;10;XL;Apka men;2016;1_Used;Yes;K Fleece;;;;;;;;;;;;;;;;;;;;;Replace 70D and restitch hand and chest pocket zippers;;;;;;;;No;Yes;1;Repair;shell;manufacturing_issue;3;below;construction_failure;notmisused
38;10/30/19;693232;1;EN;Australia;10;M;Boreal ar jacket men;2016;2_Good;Yes;WBW 3L Membrane;;;;;;;;;;;;;;;;back, sleeves;neck;;;;main zipper;;;;;;;;No;Yes;1;Repair;shell;manufacturing_issueANDmisuse;3;below;construction_failure;contaminated
192;11/22/19;693373;1;EN;Australia;10;S;Boreal sl jacket women;2009;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;;both cuff, hem draw cord, hang tag;neck, ;;;;;No;Yes;5;Replacement;shell;manufacturing_issue;10;below;construction_failure;notmisused
312;12/10/19;693392;1;EN;Australia;10;L;Boreal sl jacket women;2012;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;right pocket zipper, ;;neck, ;;;;;No;Yes;5;Replacement;shell;manufacturing_issue;7;below;construction_failure;notmisused
49;10/31/19;693693;1;EN;Australia;10;M;Labrador ar jacket men;2006;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;replace main zipper;;;relam all pocket zippers, lining inside hand pockets, pocket bags, both cuffs,;replace all 70D,;;;;;;No;Yes;9;30% Discount;shell;manufacturing_issue;13;below;construction_failure;notmisused
71;11/4/19;694023;1;EN;Australia;10;S;Ionian ar jacket women;2005;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;main zipper;;;all zippers, neck pad, hood facing, pocket bags, ;all, ;;;;;;No;Yes;9;30% Discount;shell;manufacturing_issue;14;below;construction_failure;notmisused
146;11/15/19;694035;1;EN;Australia;10;S;Boreal sl jacket women;2015;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;hand pocket zippers, ;;;;;;;No;Yes;3;Replacement;shell;manufacturing_issue;4;below;construction_failure;notmisused
28;10/29/19;694106;1;EN;Australia;10;M;Labrador ar jacket men;2006;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;Main zipper;;;pocket and chest zippers, arm pocket, laminated pocket;hem and powder skirt;;;;;;No;Yes;9;30% Discount;shell;manufacturing_issue;13;below;construction_failure;notmisused
32;10/29/19;694275;1;EN;Australia;10;M;Labrador sv jacket men;2008;1_Used;No;WBW 3L Membrane;;;;;;;;;;;;;;;;cuffs;;neck, ;Main zipper;;;all zippers, laminated pockets, pocket bags,;all;pocket bags, ;;;;;No;Yes;11;30% Discount;shell;manufacturing_issueANDmisuse;11;above;construction_failure;contaminated
61;11/1/19;694603;1;EN;Australia;10;L;Labrador ar jacket men;2005;3_Excellent;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;laminated pocket, pocket bags, all pocket zippers, powder skirt, hood facing,;hem;both cuffs, pocket bags donuts, ;;;;;No;Yes;8;Repair;shell;manufacturing_issue;14;below;construction_failure;notmisused
132;11/13/19;694628;1;EN;New Zealand;10;L;Atlantis sv jacket men;2012;2_Good;No;WBW 3L Membrane;shoulders, hood,;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;Yes;1000;Replacement;shell;manufacturing_issue;7;above;fabric_failure;notmisused
50;10/31/19;694658;1;EN;Australia;10;M;Red jacket men;2009;3_Excellent;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;Replace main zipper;;;Relam pit zips, hood facing, neck pad, ;All, ;Replace seam tape at cuffs, ;;;;;No;Yes;11;Repair;shell;manufacturing_issue;10;above;construction_failure;notmisused
342;12/13/19;694672;1;EN;Australia;10;XL;Flores coat women;2013;2_Good;No;WBW 3L Membrane;font panels, side panels, arm pit;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;Yes;1000;Replacement;shell;manufacturing_issue;6;above;fabric_failure;notmisused
111;11/8/19;694679;1;EN;Australia;10;M;Red parka women;2012;2_Good;No;K Fleece;;;;;;;;;;;;;;;;;;;main zipper;;;;;;;;;;No;Yes;3;Repair;shell;manufacturing_issue;7;below;construction_failure;notmisused
52;10/31/19;694779;1;EN;Australia;10;M;Boreal sv jacket women;2017;2_Good;No;WBW 3L Membrane;upper back, shoulders, font panels,;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;Yes;1000;Replacement;shell;manufacturing_issue;2;above;fabric_failure;notmisused
21;10/28/19;695301;1;ENG;Australia;10;M;Baliste lt jacket men;2007;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;;at hem;;;;;;No;Yes;3;Repair;shell;manufacturing_issue;12;below;construction_failure;notmisused
101;11/7/19;695535;1;EN;Australia;10;S;Boreal lt jacket men;2013;2_Good;No;WBW 3L Membrane;Shoulders, neck, hood,;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;Yes;1000;Replacement;shell;manufacturing_issue;6;above;fabric_failure;notmisused
24;10/28/19;695576;1;ENG;Australia;10;M;Ross jacket men;2010;2_Good;No;WBW 3L Membrane;;;;;;;;;;cuff light, ;;;;;;all over;;;;;;all zippers, hood facing;all,;;;;;;No;Yes;6;Repair;shell;manufacturing_issueANDmisuse;9;below;construction_failure;damagedandcontaminated
60;11/1/19;695591;1;EN;Australia;10;M;Ionian ar jacket men;2014;2_Good;No;WBW 3L Membrane;shoulders, font panels, neck,;;;;;;;;;;;;;;;;;;;;;all zippers,;;;;;;;No;Yes;1003;Replacement;shell;manufacturing_issue;5;above;fabric_failureANDconstruction_failure;notmisused
93;11/6/19;695648;1;EN;Australia;10;L;Boreal sl jacket men;2008;1_Used;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;neck pad, hood facing,;all, ;neck, both cuffs,;;;;;No;Yes;8;30% Discount;shell;manufacturing_issue;11;below;construction_failure;notmisused
18;10/28/19;695700;1;ENG;Australia;10;M;Boreal ar jacket men;2016;2_Good;No;WBW 3L Membrane;Everywhere;;;;;;;;;;;;;;;front right panel;neck;;;;;;;;;;;;No;Yes;1000;Replacement;shell;manufacturing_issueANDmisuse;3;above;fabric_failure;contaminated
40;10/30/19;695771;1;EN;Australia;10;L;Boreal ar jacket women;2015;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;neck;;main zipper;;;;;both cuffs,  neck;;;;;No;Yes;5;Repair;shell;manufacturing_issueANDmisuse;4;below;construction_failure;contaminated
53;10/31/19;695849;1;EN;Australia;10;M;Boreal lt hybrid jacket women;2015;3_Excellent;No;WBW 3L Membrane;;sleeves, back;;;;;;;;;;;;;;;;;;;;;;;;;;;No;Yes;1000;Replacement;shell;manufacturing_issue;4;above;fabric_failure;notmisused
39;10/30/19;695858;1;EN;Australia;10;M;Coral jacket men;2017;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;main zipper;;powder skirt right side, ;;;;;;No;Yes;4;Repair;shell;manufacturing_issue;2;below;construction_failure;notmisused
15;10/25/19;695863;1;ENG;New Zealand;10;XXL;Atlantis sl jacket men;2010;3_Excellent;No;WBW 3L Membrane;hood;;;;;;;;;left hand zipper;;;;;;;;;;;;all zippers, both cuffs;all;Neck, hood cord  tunnel;;;;;No;Yes;1008;Replacement;shell;manufacturing_issueANDmisuse;9;above;fabric_failureANDconstruction_failure;damaged
16;10/25/19;695893;1;ENG;New Zealand;10;XL;Levantine mx jacket men;2012;2_Good;No;K Fleece;;;;;;;;;;;;;;;;;;;;;;;hem drew cord;;;;;;No;Yes;3;Repair;shell;manufacturing_issue;7;below;construction_failure;notmisused
20;10/28/19;696158;1;ENG;Australia;10;M;Kara jacket men;2014;2_Good;No;WBW 3L Membrane;;;;;;;;;;left arm pocket;;;;;;;;;Main zipper;;;;all;;;;;;No;Yes;6;Repair;shell;manufacturing_issueANDmisuse;5;below;construction_failure;damaged
76;11/4/19;696201;1;EN;Australia;10;S;Atlantis sl jacket women;2007;1_Used;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;main zipper, ;;;hood facing, all zippers, ;all,;;;;;;No;Yes;9;30% Discount;shell;manufacturing_issue;12;below;construction_failure;notmisused
114;11/8/19;696305;1;EN;Australia;10;S;Red jacket women;2009;1_Used;No;WBW 3L Membrane;;;;;;;;;;;cuffs, arm pit, inside,;;;;;all over,;;;main zipper,;;;lining at cuffs,;;;;;;;No;Yes;9;30% Discount;shell;manufacturing_issueANDmisuse;10;below;construction_failure;damagedandcontaminated
19;10/28/19;696341;1;ENG;Australia;10;L;Boreal ar jacket men;2012;2_Good;No;WBW 3L Membrane;back, arm;;;;;;;;;;;;;;;;neck,;;;;;laminated pocket, pocket bags, pit zips, neck pad;all;neck, donuts pocket bags;;;;;No;Yes;1008;Replacement;shell;manufacturing_issueANDmisuse;7;above;fabric_failureANDconstruction_failure;contaminated
104;11/7/19;696479;1;EN;Australia;10;S;Ionian ar jacket women;2006;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;main zipper, ;;;all zippers, ;all, ;both cuffs, ;;;;;No;Yes;11;30% Discount;shell;manufacturing_issue;13;above;construction_failure;notmisused
90;11/6/19;696774;1;EN;Australia;10;M;Boreal ar jacket men;2011;2_Good;No;WBW 3L Membrane;arm pit, both cuffs,;;;;;;;;;;;;;;;;neck, ;;;;;all zippers, hood facing, laminated pocket, pocket bags, ;all, ;both cuffs, neck, ;;;;;No;Yes;1008;Replacement;shell;manufacturing_issueANDmisuse;8;above;fabric_failureANDconstruction_failure;contaminated
275;12/4/19;696777;1;EN;Australia;10;S;Boreal ar jacket men;2017;2_Good;No;WBW 3L Membrane;lower right front panel, lower left front panel, ;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;Yes;1000;Replacement;shell;manufacturing_issue;2;above;fabric_failure;notmisused
47;10/31/19;696783;1;EN;Australia;10;L;Atlantis lt jacket men;2008;3_Excellent;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;hood facing, ;all;both cuffs, neck, hood cord tunel, pocket bags donuts;;;;;No;Yes;8;Repair;shell;manufacturing_issue;11;below;construction_failure;notmisused
89;11/6/19;696802;1;EN;Australia;10;M;Boreal ar jacket women;2014;2_Good;No;WBW 3L Membrane;;;;;;;;;;left arm pit, ;;;;;;;;neck, ;;;main zipper, right pocket, ;all pocket zippers, ;;both cuffs, ;;;;;No;Yes;6;Repair;shell;manufacturing_issueANDmisuse;5;below;construction_failure;damagedandcontaminated
118;11/12/19;696809;1;EN;Australia;10;L;Boreal lt hybrid jacket men;2014;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;main zipper, ;;;main zipper, ;;;;;;;No;Yes;6;Replacement;shell;manufacturing_issue;5;below;construction_failure;notmisused
33;10/29/19;696897;1;EN;Australia;10;XL;Boreal sl jacket women;2010;1_Used;No;WBW 3L Membrane;;;;;;;;front panel;;;;;;;;cuffs;;;;;;;all;neck,hood;;;;;No;Yes;8;30% Discount;shell;manufacturing_issueANDmisuse;9;below;construction_failure;damagedandcontaminated
230;11/27/19;697022;1;EN;Australia;10;XS;Atlantis sv jacket women;2010;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;laminated pocket, pocket bags, collar, all zippers, ;all, ;both cuffs, neck, ;;;;;No;Yes;8;Repair;shell;manufacturing_issue;9;below;construction_failure;notmisused
85;11/5/19;697058;1;EN;Australia;10;M;Labrador ar jacket men;2008;1_Used;No;WBW 3L Membrane;;;;;arm pocket;;;;;;;;;;;front panels, ;;neck, ;main zipper,;;;laminated pocket, hood facing, arm pocket zipper, ;all, ;neck, colar, ;;;;;No;Yes;1011;30% Discount;shell;manufacturing_issueANDmisuse;11;above;fabric_failureANDconstruction_failure;contaminated
84;11/5/19;697064;1;EN;Australia;10;M;Boreal ar jacket women;2016;2_Good;No;WBW 3L Membrane;arm pit, arm, ;;;;;;;;;;;;;;;;;;;;right pocket,;;;;;;;;No;Yes;1001;Replacement;shell;manufacturing_issue;3;above;fabric_failureANDconstruction_failure;notmisused
72;11/4/19;697103;1;EN;Australia;10;M;Boreal ar jacket women;2012;1_Used;No;WBW 3L Membrane;cuffs, neck,;;;;;;;;;;at arm pit;;;;;;;;;;;laminated pockets, all zippers, ;all, ;neck, pocket bag donus,  pit zip donuts, ;;;;;No;Yes;1011;30% Discount;shell;manufacturing_issueANDmisuse;7;above;fabric_failureANDconstruction_failure;damaged
54;10/31/19;697116;1;EN;Australia;10;S;Labrador ar jacket men;2007;1_Used;No;WBW 3L Membrane;;;;;;;;;;pocke zip garages,;;;;;;;neck, ;;Replace main zipper, ;;;chest and arm pocket zipper and screen, laminated pocket, cuffs lining, ;all, ;neck, pocket bags donuts;;;;;No;Yes;11;30% Discount;shell;manufacturing_issueANDmisuse;12;above;construction_failure;damagedandcontaminated
95;11/6/19;697214;1;EN;Australia;10;M;Boreal ar jacket women;2010;2_Good;No;WBW 3L Membrane;neck, ;;;;;;;;;arm pits,;;;;;;;;neck,;;;;laminated pocket, ;all,;both cuffs, neck,;;;;;No;Yes;1008;30% Discount;shell;manufacturing_issueANDmisuse;9;above;fabric_failureANDconstruction_failure;damagedandcontaminated
63;11/1/19;697516;1;EN;Australia;10;S;Boreal sl jacket women;2013;1_Used;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;;all;;;;;;No;Yes;3;Replacement;shell;manufacturing_issue;6;below;construction_failure;notmisused
423;1/2/20;697552;1;EN;Australia;10;XS;Ionian ar jacket women;2012;2_Good;No;WBW 3L Membrane;;;;;;;;;;arm pits, ;;;;;;;;;;;;all zippers, hood facing, lam pocket, ;all including donut inside hand pockets, ;both cuffs, pocket bags, neck,  arm pit donuts, ;;;;;No;Yes;8;Repair;shell;manufacturing_issueANDmisuse;8;below;construction_failure;damaged
59;11/1/19;697612;1;EN;Australia;10;M;Tasman lt men;2018;2_Good;No;Down Loft;;;;;;;;;;;right pocket;;;;front panel, ;;;;;;;;;;;;;;No;No;9;50% Discount;shell;misuse;1;below;nofailure;damaged
68;11/4/19;697744;1;EN;Australia;10;M;Atlantis sl hybrid jacket men;2012;2_Good;No;WBW 2L Membrane;;;;;;;front panels, ;;;;;;;;;;;;;;;;all;;;;;;No;Yes;3;Replacement;shell;manufacturing_issueANDmisuse;7;below;construction_failure;damaged
74;11/4/19;697749;1;EN;Australia;10;L;Red jacket men;2012;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;neck pad, powder skirt;all,;both cuffs, neck, hood cord tunel;;;;;No;Yes;8;Repair;shell;manufacturing_issue;7;below;construction_failure;notmisused
96;11/6/19;697755;1;EN;Australia;10;S;Levantine lt women;2008;2_Good;No;K Fleece;;;;;;;;;;;;;;;;;;;;;;;all, including arm pit and cuffs, hood facing, hang tag,;pocket bags donuts,;;;;;No;Yes;5;Repair;shell;manufacturing_issue;11;below;construction_failure;notmisused
48;10/31/19;697777;1;EN;Australia;10;XXL;Boreal ar jacket men;2014;2_Good;No;WBW 3L Membrane;Shoulders, arms ;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;Yes;1000;Replacement;shell;manufacturing_issue;5;above;fabric_failure;notmisused
99;11/7/19;697803;1;EN;Australia;10;M;Boreal sl jacket women;2010;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;;All,;neck, ;;;;;No;Yes;5;Replacement;shell;manufacturing_issue;9;below;construction_failure;notmisused
121;11/12/19;697822;1;EN;Australia;10;XL;Timore men;2018;2_Good;No;K Fleece;;;;;;;;right panel front, ;;;;;;;;;;;;;;;;;;;;;No;Yes;3;50% Discount;shell;misuse;1;below;nofailure;damaged
529;1/20/20;697860;1;EN;Australia;2;L;Boreal sl jacket men;2012;2_Good;No;WBW 2L Membrane;hood, neck, ;;;;;;;;;;;;;;;;;;;;;;all, ;neck, ;;;;;No;Yes;1005;Replacement;shell;manufacturing_issue;8;above;fabric_failureANDconstruction_failure;notmisused
44;10/30/19;698570;1;EN;Australia;10;L;Red jacket men;2011;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;lower back, right side;;;;;;relam all pocket zippers, pocket bags, hood facing;replace all 70D;Replace seam tape at neck;;;;;No;Yes;8;Repair;shell;manufacturing_issueANDmisuse;8;below;construction_failure;contaminated
73;11/4/19;698640;1;EN;Australia;10;L;Red jacket women;2009;1_Used;No;WBW 3L Membrane;;;;;;;;;;cuffs, ;;front panels, side panels, arm pit, ;;;;;;;main zipper, ;;;all zippers, ;all, ;;;;;;No;Yes;15;30% Discount;shell;manufacturing_issueANDmisuse;10;above;construction_failure;damaged
81;11/5/19;698903;1;EN;Australia;10;M;Atlantis sl jacket women;2011;1_Used;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;hood facing, cufs, lining, ;all, ;neck, ;;;;;No;No;8;30% Discount;shell;manufacturing_issue;8;below;construction_failure;notmisused
58;11/1/19;699022;1;EN;Australia;10;M;Atlantis sv jacket women;2011;1_Used;No;WBW 3L Membrane;neck, ;;;;;;;;;;;;;;;;neck, ;;;;;pocket zippers, hood facing, ;all;neck, pocket bags donuts, ;;;;;No;Yes;1008;30% Discount;shell;manufacturing_issueANDmisuse;8;above;fabric_failureANDconstruction_failure;contaminated
57;11/1/19;699025;1;EN;Australia;10;M;Ionian sl hybrid jacket men;2011;2_Good;No;WBW 2L Membrane;;;;;;;;front panels, ;;;;;;;;;;;;;;all zippers, ;all;;;;;;No;Yes;9;Replacement;shell;manufacturing_issueANDmisuse;8;below;construction_failure;damaged
